,POLICY_BEGIN_MONTH,POLICY_END_MONTH,POLICY_SALES_CHANNEL,POLICY_SALES_CHANNEL_GROUP,POLICY_BRANCH,POLICY_MIN_AGE,POLICY_MIN_DRIVING_EXPERIENCE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_ENGINE_POWER,VEHICLE_IN_CREDIT,VEHICLE_SUM_INSURED,POLICY_INTERMEDIARY,INSURER_GENDER,POLICY_CLM_N,POLICY_CLM_GLT_N,POLICY_PRV_CLM_N,POLICY_PRV_CLM_GLT_N,CLIENT_HAS_DAGO,CLIENT_HAS_OSAGO,POLICY_COURT_SIGN,CLAIM_AVG_ACC_ST_PRD,POLICY_HAS_COMPLAINTS,POLICY_YEARS_RENEWED_N,POLICY_DEDUCT_VALUE,CLIENT_REGISTRATION_REGION,POLICY_PRICE_CHANGE
66817,8,8,53,6,Санкт-Петербург,65,35,Hyundai,Santa Fe,174.0,1,1064458.0,946,M,0,0,0,0,0,0,0,0.0,0,2,30000.0,Санкт-Петербург,0.05
66818,10,10,53,6,Москва,40,16,Toyota,Highlander,249.0,0,2091000.0,153,F,0,0,N,N,0,0,0,0.0,0,0,30000.0,Московская,0.0
66819,10,10,54,6,Москва,36,18,BMW,X3,184.0,0,1784000.0,400,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,-0.03
66822,10,10,16,1,Москва,40,18,Volvo,XC60,163.0,0,1626000.0,1338,F,1L,1L,0,0,1,0,0,6.0,0,1,0.0,Москва,0.17
66827,11,11,52,6,Санкт-Петербург,64,41,Renault,Duster,135.0,1,726000.0,171,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.1
66839,11,11,53,6,Санкт-Петербург,49,9,Renault,Megane,106.0,0,422056.0,1276,M,0,0,0,0,1,0,0,0.0,0,2,10000.0,Санкт-Петербург,0.05
66841,11,10,50,5,Москва,49,24,Lada,11196 Kalina,98.0,0,216000.0,N,M,1S,1S,0,0,0,1,0,0.0,0,3,0.0,Московская,0.05
66846,2,2,59,3,Санкт-Петербург,60,19,Lifan,X60,128.0,1,463218.0,454,M,0,0,2,2,0,0,0,0.0,0,1,10000.0,Санкт-Петербург,-0.11
66850,3,3,52,6,Москва,40,19,Kia,Другая модель (Легковое ТС),122.0,0,463093.0,910,M,0,0,1L,1L,0,1,0,0.0,0,4,10000.0,Москва,-0.32
66859,2,2,55,6,Москва,57,14,Hyundai,Santa Fe,175.0,1,1003680.0,1096,M,0,0,1L,1L,0,1,0,0.0,0,2,0.0,Москва,-0.46
66864,12,12,53,6,Санкт-Петербург,33,4,Hyundai,Sonata,178.0,0,920430.0,1200,M,0,0,0,0,1,0,0,0.0,0,3,12500.0,Санкт-Петербург,0.01
66878,11,11,53,6,Санкт-Петербург,39,12,Volkswagen,Tiguan,170.0,0,700111.0,641,F,0,0,0,0,0,0,0,0.0,0,4,0.0,Санкт-Петербург,-0.48
66882,10,10,54,6,Москва,29,1,Hyundai,Solaris,123.0,1,464120.0,N,F,1S,1S,0,0,0,0,0,10.0,0,1,0.0,Москва,0.0
66886,10,10,50,5,Москва,34,11,Toyota,Corolla,110.0,0,416787.0,N,F,0,0,2,1L,0,0,0,0.0,0,4,0.0,Москва,-0.04
66902,12,12,55,6,Москва,49,31,Hyundai,Santa Fe,175.0,0,1399000.0,1096,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,0.16
66914,4,4,41,1,Санкт-Петербург,47,19,Honda,CR-V,166.0,0,815000.0,1192,M,0,0,0,0,0,1,0,0.0,0,4,10000.0,Санкт-Петербург,0.03
66915,3,3,55,6,Москва,47,14,Audi,Q5,224.0,0,2500000.0,1096,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,0.0
66919,4,4,53,6,Москва,52,17,Renault,Duster,135.0,0,456453.0,528,M,2,2,0,0,0,1,0,3.5,0,3,0.0,Москва,0.55
66928,12,12,10,1,Москва,65,41,Lexus,RX,277.0,0,1992600.0,1070,M,1S,0,N,N,0,1,0,3.0,0,0,0.0,Москва,0.01
66931,8,8,50,5,Москва,26,8,ВАЗ,2114,81.0,0,184220.0,N,M,0,0,0,0,1,1,0,0.0,0,2,0.0,Ульяновская,-1.0
66932,8,8,50,5,Москва,31,1,Toyota,RAV4,146.0,1,1288500.0,N,F,0,0,N,N,1,1,0,0.0,0,0,0.0,Московская,0.16
66934,11,11,53,6,Санкт-Петербург,28,10,Kia,Sportage,150.0,1,961597.0,1357,M,2,2,1L,1L,0,1,0,30.0,0,1,0.0,Санкт-Петербург,0.04
66938,11,11,53,6,Москва,53,22,ВАЗ,1119 Kalina,98.0,0,252314.0,322,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Москва,0.0
66964,11,11,1,4,Санкт-Петербург,62,21,Mazda,6,147.0,0,423000.0,66,M,0,0,0,0,0,1,0,0.0,0,7,5000.0,Санкт-Петербург,0.04
66968,12,12,50,5,Санкт-Петербург,26,2,Chevrolet,Lacetti,95.0,0,376635.0,N,M,0,0,0,0,0,1,0,0.0,0,2,7500.0,Санкт-Петербург,0.0
66969,10,10,54,6,Москва,44,25,Land Rover,Range Rover,510.0,0,6770300.0,2,M,1S,1S,N,N,0,0,0,34.0,0,0,0.0,Московская,0.01
66972,3,3,55,6,Москва,38,13,Kia,Sorento,173.0,0,873081.0,1252,M,0,0,0,0,1,0,0,0.0,0,4,0.0,Калужская,0.04
66973,3,2,52,6,Москва,21,2,Renault,Duster,102.0,0,538223.0,910,F,0,0,0,0,0,1,0,0.0,0,2,10000.0,Москва,-0.5
66977,3,3,31,1,Москва,46,17,Mercedes-Benz,ML,249.0,0,2800000.0,816,M,0,0,N,N,1,1,0,0.0,0,0,25000.0,Москва,-0.01
66980,11,11,50,5,Москва,29,6,Nissan,Micra,80.0,0,327442.0,N,F,0,0,0,0,0,1,0,0.0,0,2,0.0,Москва,0.05
66981,11,11,52,6,Санкт-Петербург,33,9,Kia,Rio,123.0,1,587900.0,164,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.06
66985,3,3,50,5,Москва,43,24,Toyota,Land Cruiser Prado,173.0,0,1244250.0,N,M,0,0,0,0,0,1,0,2.0,0,4,10000.0,Москва,0.1
66986,2,2,50,5,Москва,25,5,Ford,Focus,105.0,0,571200.0,N,M,2,1L,0,0,1,1,0,7.0,0,1,20000.0,Москва,-0.02
66992,3,3,53,6,Москва,38,18,Kia,Sportage,150.0,1,1354900.0,264,F,1S,1S,N,N,0,0,0,19.0,0,0,0.0,Москва,0.04
66996,11,11,3,4,Санкт-Петербург,58,37,Toyota,RAV4,146.0,0,1175000.0,710,M,2,1S,N,N,0,1,0,3.0,0,0,0.0,Санкт-Петербург,-0.09
66997,3,3,50,5,Москва,35,1,Suzuki,SX4,107.0,0,414070.0,N,F,0,0,0,0,1,1,0,0.0,0,5,20000.0,Москва,0.0
67010,8,8,52,6,Москва,54,13,Honda,Pilot,249.0,1,1850000.0,1362,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,-0.2
67016,3,3,52,6,Москва,39,17,Kia,Sportage,150.0,0,925488.0,910,M,1L,1L,0,0,0,0,0,2.0,0,1,0.0,Москва,0.38
67024,3,2,50,5,Москва,52,21,Volvo,S60,180.0,0,919125.0,N,M,1S,0,1L,0,0,1,0,31.0,0,1,10000.0,Москва,-0.02
67029,3,3,52,6,Санкт-Петербург,36,18,Skoda,Octavia,152.0,0,593532.0,N,M,0,0,0,0,0,1,0,0.0,0,4,5000.0,Санкт-Петербург,0.05
67045,10,10,53,6,Санкт-Петербург,40,16,Toyota,Camry,181.0,0,932652.0,481,M,1S,1S,0,0,1,0,0,103.0,0,2,0.0,Ленинградская,0.0
67047,9,9,50,5,Москва,46,16,Ford,Focus,145.0,0,425250.0,N,F,1L,1L,0,0,0,0,0,7.0,0,4,5000.0,Москва,0.27
67056,12,12,53,6,Санкт-Петербург,37,17,Nissan,X-Trail,141.0,0,713768.0,461,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Санкт-Петербург,-0.24
67081,4,4,50,5,Санкт-Петербург,28,4,Ford,Focus,115.0,0,467700.0,N,M,0,0,0,0,1,1,0,0.0,0,2,20000.0,Санкт-Петербург,0.14
67082,9,9,50,5,Москва,32,14,BMW,3-series,184.0,0,1115200.0,N,F,1S,1S,1L,1L,1,1,0,3.0,0,2,5000.0,Москва,1.41
67093,11,11,52,6,Москва,41,16,Toyota,Corolla,124.0,0,489976.0,326,F,0,0,0,0,1,1,0,0.0,0,5,10000.0,Москва,0.05
67101,3,3,54,6,Москва,54,18,BMW,X5,306.0,0,3695500.0,400,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.02
67107,3,3,52,6,Санкт-Петербург,32,13,Skoda,Rapid,105.0,0,757900.0,1096,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Ленинградская,-0.57
67115,3,3,55,6,Москва,38,16,Hyundai,ix35,150.0,0,1288900.0,1096,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,0.0
67130,9,9,50,5,Москва,47,18,Mazda,3,260.0,0,486000.0,N,M,0,0,0,0,0,1,0,0.0,0,4,0.0,Москва,0.0
67135,11,11,50,5,Москва,29,1,Renault,Duster,135.0,1,500000.0,N,M,0,0,N,N,1,0,0,0.0,0,0,10000.0,Москва,-0.65
67136,8,8,53,6,Санкт-Петербург,40,7,Hyundai,Tucson,141.0,0,319149.0,1200,M,0,0,0,0,1,0,0,0.0,0,6,0.0,Санкт-Петербург,0.0
67138,8,8,52,6,Москва,50,19,Subaru,Forester,150.0,1,1190000.0,260,F,1L,1L,N,N,1,0,0,7.0,0,0,0.0,Москва,-0.02
67139,11,11,55,6,Москва,65,31,Mitsubishi,Outlander,167.0,0,963492.0,1096,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Московская,0.05
67142,3,3,52,6,Санкт-Петербург,34,5,Volkswagen,Golf,105.0,1,685520.0,330,F,1S,1S,1S,1S,0,1,0,30.0,0,1,0.0,Санкт-Петербург,0.0
67143,3,3,52,6,Санкт-Петербург,53,3,Renault,Duster,102.0,1,582374.0,1096,M,0,0,1S,0,0,1,0,0.0,1,1,0.0,Ленинградская,0.04
67145,3,3,55,6,Москва,40,15,Mitsubishi,Outlander,146.0,1,824092.0,1096,F,0,0,1S,1S,0,1,0,0.0,0,1,0.0,Москва,-0.01
67146,3,3,53,6,Москва,38,15,Toyota,RAV4,150.0,0,1276863.0,272,M,0,0,1S,1S,0,1,0,0.0,0,1,0.0,Москва,0.04
67150,3,3,54,6,Москва,48,11,Land Rover,Freelander,150.0,0,1604000.0,2,F,1L,1L,0,0,0,0,0,0.0,0,1,0.0,Москва,0.35
67156,12,12,52,6,Санкт-Петербург,53,34,Skoda,Octavia,180.0,0,1575000.0,686,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Мурманская,0.04
67159,8,8,52,6,Москва,75,50,Kia,Optima,180.0,0,1300000.0,326,M,1L,1L,N,N,0,1,0,0.0,0,0,0.0,Москва,-0.04
67160,8,8,23,1,Москва,50,28,Skoda,Yeti,152.0,0,847000.0,122,F,0,0,0,0,0,0,0,0.0,0,1,10000.0,Московская,-0.1
67172,11,11,54,6,Москва,27,9,Ssang Yong,Kyron,149.0,0,410572.0,N,F,1L,1L,0,0,0,1,0,108.0,0,6,10000.0,Москва,-0.13
67176,11,11,54,6,Москва,34,16,Ford,Kuga,150.0,0,930000.0,682,M,0,0,N,N,0,0,0,0.0,0,0,10000.0,Москва,0.04
67178,11,11,53,6,Москва,41,17,Opel,Zafira,140.0,0,479059.0,1397,M,0,0,0,0,0,0,0,0.0,0,4,0.0,Москва,0.15
67182,12,12,53,6,Санкт-Петербург,35,16,Hyundai,Solaris,123.0,1,735900.0,1200,F,1S,1S,N,N,1,0,0,107.0,0,0,12500.0,Санкт-Петербург,0.04
67185,4,4,10,1,Санкт-Петербург,35,4,Mitsubishi,ASX,150.0,0,1093970.0,14,F,0,0,N,N,1,1,0,0.0,0,0,30000.0,Санкт-Петербург,-0.22
67202,11,11,59,3,Санкт-Петербург,38,16,Renault,Koleos,173.0,0,1376000.0,454,F,0,0,N,N,1,0,0,0.0,0,0,0.0,Санкт-Петербург,-1.0
67209,8,8,54,6,Москва,30,10,Hyundai,i30,100.0,1,532180.0,332,F,0,0,2,2,0,0,0,0.0,0,1,30000.0,Москва,-0.48
67211,12,12,50,5,Москва,44,11,Mitsubishi,Pajero Sport,178.0,0,1610000.0,N,M,0,0,N,N,1,1,0,0.0,0,0,30000.0,Москва,-0.18
67213,12,12,52,6,Санкт-Петербург,54,36,BMW,X3,184.0,0,1700000.0,1223,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Ленинградская,-0.08
67219,4,4,52,6,Санкт-Петербург,53,26,Ssang Yong,Actyon,149.0,0,1087990.0,164,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.44
67222,4,4,23,1,Москва,60,35,Ford,Focus,104.0,0,421200.0,225,M,0,0,0,0,0,0,0,0.0,0,3,0.0,Московская,0.05
67226,4,3,50,5,Москва,33,15,Kia,Sorento,197.0,1,950000.0,N,M,0,0,N,N,1,0,0,0.0,0,0,30000.0,Москва,-0.15
67230,12,12,59,3,Санкт-Петербург,46,4,Lifan,X60,128.0,1,554900.0,454,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Ленинградская,-0.36
67237,11,11,53,6,Москва,44,19,Toyota,RAV4,146.0,0,1220000.0,153,F,1S,1S,N,N,0,1,0,0.0,0,0,0.0,Калужская,0.04
67242,4,3,50,5,Москва,33,12,BMW,X5,355.0,0,972000.0,N,M,0,0,2,2,1,0,0,0.0,0,2,50000.0,Москва,0.04
67248,12,12,50,5,Москва,34,7,Mitsubishi,Pajero Sport,178.0,0,1284932.0,N,M,4+,2,3,2,1,1,0,123.75,0,1,0.0,Москва,0.05
67249,8,8,6,4,Санкт-Петербург,45,4,Great Wall,Hover,115.0,1,630000.0,1258,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,0.01
67250,12,12,50,5,Санкт-Петербург,62,42,Ford,Fusion,101.0,0,289139.0,N,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Санкт-Петербург,0.05
67257,4,4,59,3,Санкт-Петербург,68,42,Ssang Yong,Kyron,141.0,0,490497.0,565,M,0,0,0,0,0,0,0,0.0,0,2,30000.0,Санкт-Петербург,0.05
67260,4,4,63,2,Санкт-Петербург,34,13,Audi,A3,102.0,0,488811.0,304,F,0,0,0,0,1,1,0,0.0,0,6,0.0,Санкт-Петербург,0.05
67262,3,3,53,6,Санкт-Петербург,36,17,Audi,Q3,170.0,0,1150000.0,948,M,0,0,N,N,1,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.57
67272,12,12,52,6,Москва,49,12,Toyota,Другая модель (Легковое ТС),249.0,0,827100.0,910,M,0,0,0,0,0,1,0,0.0,0,6,0.0,Московская,0.04
67281,12,12,52,6,Санкт-Петербург,69,9,Kia,Soul,129.0,0,475000.0,164,M,0,0,0,0,0,1,0,0.0,0,2,0.0,Санкт-Петербург,0.01
67283,11,11,53,6,Москва,48,26,Renault,Megane,137.0,1,819098.0,528,F,0,0,N,N,0,1,0,0.0,0,0,12500.0,Москва,-0.18
67291,8,8,53,6,Санкт-Петербург,43,16,Hyundai,ix35,150.0,1,864900.0,485,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.0
67293,12,12,53,6,Санкт-Петербург,44,24,Hyundai,Solaris,107.0,1,356410.0,1200,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Ленинградская,0.19
67300,11,11,53,6,Москва,41,14,Renault,Duster,135.0,0,474566.0,528,M,0,0,1S,0,0,0,0,0.0,0,2,10000.0,Московская,-0.02
67305,12,12,53,6,Санкт-Петербург,35,8,Hyundai,Solaris,123.0,0,450000.0,1200,F,0,0,N,N,1,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.08
67307,12,12,52,6,Санкт-Петербург,29,0,Renault,Megane,114.0,1,748000.0,171,F,0,0,N,N,1,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.4
67316,1,1,55,6,Москва,49,28,Hyundai,Santa Fe,197.0,1,893596.0,1096,F,0,0,0,0,1,1,0,0.0,0,4,0.0,Московская,0.0
67317,12,12,53,6,Москва,38,1,Hyundai,Solaris,123.0,0,474587.0,287,F,1L,0,2,1S,0,1,0,150.0,0,2,10000.0,Москва,-0.19
67318,1,1,55,6,Москва,36,13,Mitsubishi,Outlander XL,147.0,1,766386.0,1096,M,0,0,1L,0,1,0,0,0.0,0,4,0.0,Москва,0.12
67328,11,11,55,6,Москва,33,3,Ford,Focus,125.0,0,549236.0,1352,F,0,0,1S,1S,1,1,0,0.0,0,2,0.0,Московская,0.06
67330,11,11,55,6,Москва,37,13,Mitsubishi,Outlander,146.0,0,1134990.0,1096,M,0,0,N,N,0,0,0,0.0,0,0,30000.0,Московская,-0.21
67339,9,9,14,1,Москва,40,8,Hyundai,Solaris,107.0,1,522184.0,538,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,-1.0
67350,12,12,52,6,Санкт-Петербург,56,7,BMW,X1,184.0,1,1701000.0,6,M,2,2,N,N,0,0,0,2.0,0,0,0.0,Санкт-Петербург,-0.01
67353,8,8,53,6,Санкт-Петербург,59,2,Hyundai,i30,130.0,0,589592.0,485,F,0,0,1S,0,0,1,0,0.0,0,2,0.0,Санкт-Петербург,0.0
67357,4,4,50,5,Москва,50,10,Suzuki,Grand Vitara,140.0,0,437400.0,N,M,0,0,0,0,0,0,0,0.0,0,4,10000.0,Москва,0.21
67359,4,4,60,3,Москва,44,17,Opel,Insignia,163.0,1,1118740.0,494,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Московская,-0.06
67361,4,4,53,6,Санкт-Петербург,63,14,Audi,Q5,224.0,1,1651125.0,948,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.04
67372,12,12,52,6,Санкт-Петербург,55,21,Subaru,Outback,167.0,0,916171.0,1333,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Санкт-Петербург,-0.41
67373,8,8,52,6,Санкт-Петербург,36,18,Toyota,Alphard,275.0,0,2600000.0,234,M,3,3,N,N,1,0,0,0.0,0,0,0.0,Москва,0.87
67375,12,12,50,5,Москва,30,8,Mitsubishi,L 200,136.0,0,648606.0,N,M,0,0,1L,1L,1,1,0,0.0,0,4,30000.0,Москва,-0.23
67379,10,10,15,1,Москва,32,13,Nissan,X-Trail,141.0,0,845287.0,1008,M,0,0,0,0,1,1,0,0.0,0,2,10000.0,Москва,0.0
67384,8,8,10,1,Санкт-Петербург,40,14,Ford,Focus,105.0,0,398299.0,439,F,0,0,N,N,1,1,0,0.0,0,0,20000.0,Санкт-Петербург,-0.04
67390,8,8,53,6,Санкт-Петербург,26,3,Nissan,Pathfinder,190.0,1,1783000.0,461,M,1L,1L,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.45
67399,12,12,53,6,Москва,27,6,Kia,Sorento,175.0,0,1334900.0,1221,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.12
67403,12,12,55,6,Москва,44,1,Hyundai,Solaris,107.0,1,479618.0,1096,F,1L,0,0,0,1,1,0,0.0,0,1,0.0,Москва,-1.0
67412,8,8,50,5,Москва,61,27,Mazda,3,105.0,0,440905.0,N,F,0,0,0,0,1,1,0,0.0,0,3,5000.0,Москва,0.0
67414,12,12,54,6,Москва,36,14,BMW,X5,217.0,1,3279000.0,400,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.03
67423,4,4,50,5,Москва,50,25,Hyundai,Tucson,141.0,0,472500.0,N,F,0,0,0,0,1,1,0,0.0,0,5,5000.0,Москва,0.05
67426,1,1,52,6,Москва,35,10,Land Rover,Range Rover Sport,244.0,0,2003559.0,910,F,0,0,0,0,0,0,0,0.0,0,3,0.0,Москва,0.04
67427,12,12,54,6,Москва,49,26,Chery,Tiggo (T11),136.0,1,730400.0,412,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,-0.65
67428,12,12,54,6,Москва,62,17,Ssang Yong,Kyron,141.0,0,421584.0,1349,M,0,0,0,0,1,0,0,0.0,0,6,0.0,Москва,0.18
67433,8,8,52,6,Санкт-Петербург,44,12,Nissan,Qashqai,144.0,0,1056000.0,709,M,0,0,N,N,1,1,0,0.0,0,0,0.0,Ленинградская,0.0
67438,1,1,2,4,Санкт-Петербург,51,33,Ford,Kuga,150.0,1,947000.0,174,M,0,0,1S,1S,0,1,0,0.0,0,1,0.0,Санкт-Петербург,-0.25
67445,12,12,52,6,Москва,30,10,BMW,X1,184.0,0,1599000.0,1051,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.36
67447,12,12,53,6,Москва,52,34,Toyota,Highlander,249.0,0,2186500.0,153,M,2,2,N,N,0,1,0,6.5,0,0,0.0,Москва,0.05
67455,12,12,15,1,Москва,42,6,Kia,Sorento,175.0,1,1034430.0,1097,F,0,0,0,0,1,0,0,0.0,0,1,0.0,Москва,0.04
67462,9,8,53,6,Москва,29,11,Kia,Optima,180.0,1,1363820.0,264,M,1L,1L,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.23
67465,8,8,53,6,Санкт-Петербург,55,18,Nissan,X-Trail,141.0,0,728500.0,461,F,0,0,0,0,0,1,0,0.0,0,4,0.0,Санкт-Петербург,0.0
67470,4,4,53,6,Санкт-Петербург,34,16,Nissan,Qashqai,141.0,1,753300.0,1346,M,0,0,1L,1L,0,1,0,0.0,0,3,15000.0,Санкт-Петербург,-0.28
67474,12,12,52,6,Москва,45,17,Land Rover,Freelander,150.0,0,1267000.0,910,M,2,2,0,0,0,1,0,42.0,0,1,0.0,Москва,0.99
67477,8,8,52,6,Москва,34,8,Honda,Pilot,249.0,0,1513638.0,1362,M,0,0,0,0,1,1,0,0.0,0,1,0.0,Москва,0.08
67479,12,12,55,6,Москва,41,9,Mitsubishi,ASX,140.0,1,1003990.0,511,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,0.04
67482,12,12,55,6,Москва,81,46,Suzuki,Grand Vitara,169.0,0,1501900.0,1252,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,0.02
67484,12,12,53,6,Москва,35,7,Hyundai,ix35,150.0,1,1252000.0,320,F,1L,1L,N,N,0,0,0,10.0,0,0,0.0,Москва,-0.04
67493,10,10,53,6,Москва,44,20,Kia,Sportage,150.0,1,720620.0,N,M,0,0,0,0,0,1,0,0.0,0,2,0.0,Москва,0.0
67495,11,11,54,6,Москва,25,6,BMW,X1,150.0,1,819180.0,344,M,2,2,0,0,0,0,0,0.0,0,1,15000.0,Свердловская,0.92
67499,4,4,55,6,Москва,38,16,BMW,X1,150.0,1,1300000.0,1108,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.05
67500,4,4,54,6,Москва,49,21,Hyundai,Santa Fe,175.0,0,1765000.0,344,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.05
67503,11,11,54,6,Москва,53,26,Hyundai,ix35,184.0,0,1106180.0,344,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.06
67514,12,12,55,6,Москва,43,9,Toyota,RAV4,180.0,0,1663000.0,1096,M,2,2,N,N,0,0,0,28.0,0,0,0.0,Москва,0.12
67520,12,12,54,6,Москва,53,3,Ford,Focus,150.0,0,850000.0,517,M,0,0,N,N,0,1,0,0.0,0,0,12500.0,Московская,0.04
67523,8,8,52,6,Санкт-Петербург,35,3,ВАЗ,1117 Kalina,82.0,0,248000.0,245,M,0,0,1L,0,1,1,0,152.0,0,2,5000.0,Санкт-Петербург,0.0
67525,8,8,3,4,Санкт-Петербург,36,8,Audi,A6,180.0,1,1532550.0,1195,F,1L,1L,0,0,1,1,0,0.0,0,2,0.0,Санкт-Петербург,1.02
67526,8,8,52,6,Москва,31,5,Kia,Rio,123.0,1,508400.0,N,F,0,0,0,0,1,1,0,0.0,0,1,0.0,Тыва,-0.35
67530,11,11,53,6,Санкт-Петербург,55,28,Audi,Q3,170.0,0,1589000.0,1241,F,0,0,N,N,1,1,0,0.0,0,0,0.0,Ленинградская,-0.01
67535,11,11,11,1,Санкт-Петербург,21,3,Audi,A4,160.0,0,800000.0,143,M,0,0,N,N,1,1,0,1.0,0,0,30000.0,Ленинградская,-0.32
67539,8,8,50,5,Санкт-Петербург,25,3,Toyota,Yaris,87.0,0,392400.0,N,F,0,0,1S,1S,1,1,0,0.0,0,3,5000.0,Санкт-Петербург,0.0
67542,8,8,52,6,Санкт-Петербург,61,24,Nissan,Murano,249.0,1,1217519.0,709,M,2,2,0,0,0,1,0,6.5,0,2,0.0,Санкт-Петербург,0.65
67543,8,8,52,6,Санкт-Петербург,49,9,Renault,Fluence,106.0,1,643292.0,1096,F,2,2,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.3
67555,10,10,10,1,Москва,33,10,Volkswagen,Jetta,122.0,1,670974.0,N,F,1S,1S,0,0,0,0,0,0.0,0,2,0.0,Московская,0.0
67559,9,9,51,8,Москва,39,20,Ford,Focus,145.0,0,499851.0,N,M,0,0,2,1S,0,1,0,0.0,0,4,0.0,Москва,0.0
67565,8,8,54,6,Москва,36,10,Honda,CR-V,150.0,1,1297100.0,517,M,1S,1S,N,N,0,0,0,0.0,0,0,0.0,N,0.0
67575,1,1,52,6,Москва,46,16,Ford,Focus,105.0,1,410567.0,910,F,0,0,0,0,0,1,0,0.0,0,3,0.0,Московская,0.05
67588,12,12,53,6,Санкт-Петербург,51,32,Hyundai,ix35,150.0,1,899900.0,1200,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.18
67592,8,8,54,6,Москва,49,13,Honda,CR-V,190.0,0,1490000.0,517,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,0.0
67601,11,11,55,6,Москва,32,9,Mitsubishi,Outlander,167.0,0,915455.0,1096,F,0,0,1S,0,0,1,0,0.0,0,1,30000.0,Московская,0.06
67604,4,4,60,3,Москва,41,1,Mitsubishi,Outlander,146.0,0,900000.0,1250,M,1S,1S,1S,0,0,0,0,12.0,0,1,0.0,Москва,-0.08
67614,10,10,55,6,Москва,47,15,Mitsubishi,Outlander XL,147.0,1,777883.0,1096,F,0,0,0,0,0,0,0,0.0,0,3,0.0,Московская,-0.51
67615,4,4,53,6,Москва,39,8,Toyota,Land Cruiser Prado,173.0,0,2391000.0,153,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Московская,-0.14
67619,9,9,52,6,Москва,31,0,Kia,Ceed,129.0,1,784900.0,360,F,1S,1S,N,N,0,0,0,30.0,0,0,0.0,Московская,0.0
67623,8,8,53,6,Москва,47,24,Opel,Mokka,140.0,0,850750.0,1397,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.0
67627,11,11,53,6,Санкт-Петербург,39,14,BMW,X3,180.0,1,1845500.0,1287,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,0.04
67628,11,11,53,6,Москва,51,29,Toyota,Highlander,273.0,1,1615236.0,272,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Москва,0.04
67635,11,11,55,6,Москва,42,22,BMW,X6,245.0,1,3200000.0,469,M,2,2,N,N,1,1,0,1.0,0,0,0.0,Москва,0.12
67651,10,10,54,6,Москва,51,18,BMW,X3,184.0,0,1995140.0,344,F,2,2,N,N,0,0,0,0.0,0,0,0.0,Красноярский,0.34
67653,4,4,13,1,Санкт-Петербург,45,12,Toyota,Camry,167.0,0,771000.0,1092,M,2,2,0,0,1,1,0,0.0,0,4,0.0,Санкт-Петербург,0.0
